State	StrainID	Species	Region
Wisconsin	yHKS209	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKS24	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKS574	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS65	Mrakia frigida	Upper Midwest
Wisconsin	YHMH107	Metschnikowia pulcherrima sp. complex	Upper Midwest
Wisconsin	yHKS582	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS134	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS699	Yamadazyma mexicana	Upper Midwest
Wisconsin	yHRVM148	Saccharomyces paradoxus	Upper Midwest
Wisconsin	YHMH90	Mrakia gelida	Upper Midwest
Wisconsin	YHMH105	Mrakia gelida	Upper Midwest
Wisconsin	yHKS142	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB171	Mrakia sp.	Upper Midwest
Wisconsin	yHQL200	Wickerhamomyces anomalus	Upper Midwest
Wisconsin	YHMH114	Saccharomyces paradoxus	Upper Midwest
Wisconsin	YHMH115	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKS100	Lachancea kluyveri	Upper Midwest
Wisconsin	yHKS101	Lachancea kluyveri	Upper Midwest
Wisconsin	yHKS755	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB151	Mrakia sp.	Upper Midwest
Wisconsin	yHKS311	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS312	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB158	Mrakia sp.	Upper Midwest
Wisconsin	yHKS319	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB167	Mrakia sp.	Upper Midwest
Wisconsin	yHKS22	Mrakia sp.	Upper Midwest
Wisconsin	yHQL238	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHQL280	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS275	Mrakia gelida	Upper Midwest
Wisconsin	yHKS357	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS359	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS120	Mrakia sp.	Upper Midwest
Wisconsin	yHKS211	Saccharomyces eubayanus	Upper Midwest
Wisconsin	yHQL211	Lachancea thermotolerans	Upper Midwest
Wisconsin	yHRM12	Wickerhamomyces anomalus	Upper Midwest
Wisconsin	yHKS576	Saccharomyces eubayanus	Upper Midwest
Wisconsin	yHKB411	Mrakia blollopis	Upper Midwest
Wisconsin	yHKS321	Wickerhamomyces hampshirensis	Upper Midwest
Wisconsin	yHKS91	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHQL99	Pichia fermentans	Upper Midwest
Wisconsin	YHKB393	Mrakia gelida	Upper Midwest
Wisconsin	yHRM10	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS691	Mrakia gelida	Upper Midwest
Wisconsin	yHKS596	Kluyveromyces dobzhanskii	Upper Midwest
Wisconsin	yHKS612	Kluyveromyces dobzhanskii	Upper Midwest
Wisconsin	yHKS620	Kluyveromyces dobzhanskii	Upper Midwest
Wisconsin	yHKS697	Yamadazyma mexicana	Upper Midwest
Wisconsin	YHMH86	Mrakia gelida	Upper Midwest
Wisconsin	yHKS81	Mrakia frigida	Upper Midwest
Wisconsin	yHQL283	Tausonia pullulans	Upper Midwest
Wisconsin	yHKS90	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS214	Mrakia sp.	Upper Midwest
Wisconsin	yHRVM25	Cryptococcus flavescens	Upper Midwest
Wisconsin	yHKS269	Mrakia gelida	Upper Midwest
Wisconsin	yHQL83	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRM26	Mrakia sp.	Upper Midwest
Wisconsin	yHRVM224	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKS349	Lachancea thermotolerans	Upper Midwest
Wisconsin	yHKS102	Lachancea kluyveri	Upper Midwest
Wisconsin	yHKB179	Mrakia gelida	Upper Midwest
Wisconsin	yHKS63	Mrakia sp.	Upper Midwest
Wisconsin	yHKS613	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKS9	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS208	Mrakia sp.	Upper Midwest
Wisconsin	yHKB122	Trichosporon porosum	Upper Midwest
Wisconsin	yHQL79	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHQL81	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRM29	Wickerhamomyces anomalus	Upper Midwest
Wisconsin	YHMH103	Cryptococcus flavescens	Upper Midwest
Wisconsin	yHKB399	Mrakia gelida	Upper Midwest
Wisconsin	yHQL161	Pichia kluyveri	Upper Midwest
Wisconsin	YHMH84	Cryptococcus flavescens	Upper Midwest
Wisconsin	yHRM62	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB390	Mrakia blollopis	Upper Midwest
Wisconsin	yHRM74	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKS23	Mrakia gelida	Upper Midwest
Wisconsin	yHRM5	Cryptococcus heveanensis	Upper Midwest
Wisconsin	yHKB79	Vanrija humicola	Upper Midwest
Wisconsin	YHMH122	Leucosporidium scottii	Upper Midwest
Wisconsin	YHMH106	Mrakia blollopis	Upper Midwest
Wisconsin	yHRM25	Rhodotorula nothofagi	Upper Midwest
Wisconsin	yHKS326	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB184	Mrakia sp.	Upper Midwest
Wisconsin	yHQL693	Rhodotorula graminis	Upper Midwest
Wisconsin	yHRVM272	Kluyveromyces lactis	Upper Midwest
Wisconsin	yHRM31	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKS302	Lachancea quebecensis	Upper Midwest
Wisconsin	YHMH88	Metschnikowia pulcherrima sp. complex	Upper Midwest
Wisconsin	yHQL44	Pichia kudriavzevii	Upper Midwest
Wisconsin	yHKB388	Cryptococcus sp.	Upper Midwest
Wisconsin	yHKS602	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKS603	Scheffersomyces cyptocercus	Upper Midwest
Wisconsin	yHKB159	Mrakia sp.	Upper Midwest
Wisconsin	yHKS67	Mrakia sp.	Upper Midwest
Wisconsin	yHQL258	Mrakia gelida	Upper Midwest
Wisconsin	YHMH102	Cryptococcus sp.	Upper Midwest
Wisconsin	yHRM27	Mrakia sp.	Upper Midwest
Wisconsin	yHRM28	Mrakia sp.	Upper Midwest
Wisconsin	yHKS320	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKS103	Lachancea kluyveri	Upper Midwest
Wisconsin	yHKB413	Pichia membranifaciens	Upper Midwest
Wisconsin	yHKB78	Pichia membranifaciens	Upper Midwest
Wisconsin	yHKB85	Vanrija humicola	Upper Midwest
Wisconsin	yHKB407	Mrakia blollopis	Upper Midwest
Wisconsin	yHKS123	Cystofilobasidium mecerans	Upper Midwest
Wisconsin	yHKS64	Mrakia sp.	Upper Midwest
Wisconsin	yHKB121	Trichosporon porosum	Upper Midwest
Wisconsin	yHQL692	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRM35	Rhodotorula nothofagi	Upper Midwest
Wisconsin	yHKB391	Mrakia gelida	Upper Midwest
Wisconsin	yHKB398	Mrakia gelida	Upper Midwest
Wisconsin	yHRM11	Meyerozyma caribbica	Upper Midwest
Wisconsin	yHKB387	Mrakia blollopis	Upper Midwest
Wisconsin	yHKB68	Vanrija humicola	Upper Midwest
Wisconsin	yHKB400	Mrakia blollopis	Upper Midwest
Wisconsin	yHQL43	Pichia kudriavzevii	Upper Midwest
Wisconsin	yHRVM241	Zygowilliopsis californica	Upper Midwest
Wisconsin	yHKS61	Mrakia sp.	Upper Midwest
Wisconsin	yHKS280	Leucosporidium scottii	Upper Midwest
Wisconsin	yHKS52	Mrakia sp.	Upper Midwest
Wisconsin	yHKS62	Mrakia sp.	Upper Midwest
Wisconsin	yHKS313	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHKB385	Mrakia gelida	Upper Midwest
Wisconsin	yHKS364	Cryptococcus surugaensis	Upper Midwest
Wisconsin	yHKS573	Yamadazyma mexicana	Upper Midwest
Wisconsin	yHKS117	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKS334	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHRM34	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHKB154	Mrakia sp.	Upper Midwest
Wisconsin	yHRVM227	Cystofilobasidium infirmominatum	Upper Midwest
Wisconsin	yHKB377	Caulerpa cupressoides	Upper Midwest
Wisconsin	yHKS207	Mrakia sp.	Upper Midwest
Wisconsin	yHKB141	Vanrija humicola	Upper Midwest
Wisconsin	yHRVM179	Zygowilliopsis californica	Upper Midwest
Wisconsin	yHRM3	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRVM282	Cystofilobasidium capitatum	Upper Midwest
Wisconsin	yHQL259	Mrakia gelida	Upper Midwest
Wisconsin	yHKB421	Cryptococcus flavescens	Upper Midwest
Wisconsin	yHKS5	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKB156	Mrakia gelida	Upper Midwest
Wisconsin	yHKS579	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHRM15	Meyerozyma caribbica	Upper Midwest
Wisconsin	yHQL266	Mrakia gelida	Upper Midwest
Wisconsin	yHQL270	Trichosporon porosum	Upper Midwest
Wisconsin	yHRVM226	Zygowilliopsis californica	Upper Midwest
Wisconsin	yHKB369	Mrakia gelida	Upper Midwest
Wisconsin	yHQL282	Tausonia pullulans	Upper Midwest
Wisconsin	YHMH96	Trichosporon porosum	Upper Midwest
Wisconsin	yHKS355	Suhomyces bolitotheri	Upper Midwest
Wisconsin	yHRVM147	Saccharomyces paradoxus	Upper Midwest
Wisconsin	yHKB383	Mrakia blollopis	Upper Midwest
Wisconsin	yHKS94	Torulaspora delbrueckii	Upper Midwest
Wisconsin	YHMH118	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRM40	Torulaspora delbrueckii	Upper Midwest
Wisconsin	yHRM23	Mrakia sp.	Upper Midwest
Wisconsin	yHKB172	Mrakia gelida	Upper Midwest
Wisconsin	yHQL187	Teunomyces cretensis/kruisii complex	Upper Midwest
Wisconsin	yHQL281	Mrakia gelida	Upper Midwest
Wisconsin	yHKB99	Trichosporon porosum	Upper Midwest
Wisconsin	yHQL285	Mrakia sp.	Upper Midwest
Wisconsin	yHQL256	Mrakia gelida	Upper Midwest
Wisconsin	yHQL260	Mrakia gelida	Upper Midwest
Wisconsin	yHQL42	Pichia kudriavzevii	Upper Midwest
Wisconsin	yHQL263	Mrakia gelida	Upper Midwest
