StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHKS637	Leotiomycetes sp.	Ascomycota	Pezizomycotina	60.69155	-151.289609	Leaves	Unknown	Unknown	Unknown	YHKS_#210c	10	8	Alaska	Jacob Barnes
yHQL492	Leotiomycetes sp.	Ascomycota	Pezizomycotina	45.38682	-110.681776	Bark	Unknown	Unknown	Unknown	YHQL_QL#8	10	8	Montana	Erik Jessen and Erica Macke
yHRVM208	Leotiomycetes sp.	Ascomycota	Pezizomycotina	42.866603	-88.33655	Fruit	Malus	Malus sp.	Crabapple	YHRVM_8D4	22	8	Wisconsin	Ryan Moriarty
yHAB258	Leucosporidium creatinivora	Basidiomycota	Not analyzed	45.948334	-86.243976	Sand	NA	NA	NA	YHAB_3.1	10	8	Michigan	ABH/CTH
yHKB160	Leucosporidium drummii	Basidiomycota	Not analyzed	44	-88	Soil	Pinus	Pinus strobus	White Pine	YHKB_KBOCT5	10	0.8	Wisconsin	Bill Saucier
yHKB152	Leucosporidium fellii	Basidiomycota	Not analyzed	41.8089	-88.0112	Leaves	NA	NA	NA	YHKB_DG5	10	0.8	Illinois	Kelly Buh
yHKB384	Leucosporidium fellii	Basidiomycota	Not analyzed	41.8089	-88.0112	Bark	Unknown	Unknown	Unknown	YHKB_DG5	4	0.8	Illinois	Kelly Buh
yHKS280	Leucosporidium scottii	Basidiomycota	Not analyzed	43.400119	-87.876439	Bark	Gleditsia	Gleditsia triacanthos	Honey Locust	YHKS_#87	10	8	Wisconsin	Kayla Sylvester
yHKS283	Leucosporidium scottii	Basidiomycota	Not analyzed	43.567496	-72.289615	Leaves	Fagus	Fagus grandifolia	American Beech	YHKS_#94	10	8	New Hampshire	Alysha Heimberg
yHQL472	Leucosporidium scottii	Basidiomycota	Not analyzed	56.463269	-132.379573	Plant Matter	Populus	Populus sp.	Aspen	YHQL_KS#305	10	8	Alaska	parents of Ryan Mority
yHRVM11	Leucosporidium scottii	Basidiomycota	Not analyzed	46.482739	-86.671216	Sand	NA	NA	NA	YHRVM_7CAHD2	22	8	Michigan	"Chris Hittinger, Amanda Hulfachor"
yHRVM320	Leucosporidium scottii	Basidiomycota	Not analyzed	47.291441	-122.302015	Fungus	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	YHRVM_11D5	10	8	Washington	Quinn Langdon
yHKB176	Leucosporidium scottii	Basidiomycota	Not analyzed	44.3878	-71.1731	Fruit	Vaccinium	Vaccinium sp.	Blueberry	YHKB_NH4	10	0.8	New Hampshire	Beth Sargent
YHMH122	Leucosporidium scottii	Basidiomycota	Not analyzed	44.500396	-87.927442	Leaves	Unknown	Unknown	Unknown	YHMH_62	10	0.8	Wisconsin	Max Haase
yHMJ52	Leucosporidium scottii	Basidiomycota	Not analyzed	44.997282	-93.354812	Soil	NA	NA	NA	YHMJ_10	10	0.8	Minnesota	Martin Jarzyna
yHMJ63	Leucosporidium scottii	Basidiomycota	Not analyzed	45.027429	-93.43854	Fruit	Malus	Malus sp.	Crabapple	YHMJ_7	4	0.8	Minnesota	Martin Jarzyna
yHKB161	Metschnikowia bicuspidata	Ascomycota	Saccharomycotina	44.3878	-71.1731	Fruit	Unknown	Unknown	Unknown	YHKB_NH3	10	0.8	New Hampshire	Beth Sargent
yHRM 1	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_1.15	22	8	Wisconsin	RM
yHRM4	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_1.14	22	8	Wisconsin	RM
yHRM56	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	NA	NA	Soil	Taxus	Taxus brevifolia	Pacific Yew	YHRM_45	22	8	Oregon	Quinn
yHRM65	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	NA	NA	Leaves	Fraxinus	Fraxinus americana	White Ash	YHRM_3_R_6	22	8	Wisconsin	RM
yHAB198	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.614039	-85.254133	Fruit	Rubus	Rubus sp.	Raspberry	YHAB_1.3	30	8	Michigan	ABH/CTH
yHKS104	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Soil	Acer	Acer sp.	Maple	YHKS_#37	30	8	Wisconsin	Kayla Sylvester
yHKS106	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.560833	-88.093161	Leaves	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#32	30	8	Wisconsin	Kayla Sylvester
yHKS107	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Bark	Acer	Acer sp.	Maple	YHKS_#34	30	8	Wisconsin	Kayla Sylvester
yHKS109	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.08492	-87.586688	Leaves	Acer	Acer sp.	Maple	YHKS_#35	30	8	Wisconsin	Kayla Sylvester
yHKS111	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.560833	-88.093161	Bark	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#41	30	8	Wisconsin	Kayla Sylvester
yHKS116	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.560833	-88.093161	Bark	Quercus	Quercus sp.	Oak	YHKS_#31	30	8	Wisconsin	Kayla Sylvester
yHKS19	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.134054	-88.222331	Leaves	Quercus	Quercus sp.	Oak	YHKS_#16	30	8	Wisconsin	Kayla Sylvester
yHKS191	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Soil	Acer	Acer sp.	Maple	YHKS_#37	10	8	Wisconsin	Kayla Sylvester
yHKS198	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.08492	-87.586688	Bark	Quercus	Quercus sp.	Oak	YHKS_#27	10	8	Wisconsin	Kayla Sylvester
yHKS230	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#55	30	8	Wisconsin	Kayla Sylvester
yHKS238	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.395533	-87.86644	Flower	Fraxinus	Fraxinus pennsylvanica	Green Ash	YHKS_#69	30	8	Wisconsin	Kayla Sylvester
yHKS30	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.134054	-88.222331	Bark	Pyrus	Pyrus communis	NA	YHKS_#19	10	8	Wisconsin	Kayla Sylvester
yHKS37	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.134054	-88.222331	Bark	Pyrus	Pyrus communis	NA	YHKS_#19	10	8	Wisconsin	Kayla Sylvester
yHKS55	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#2M	30	8	Missouri	William Alexander
yHKS56	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#3M	30	8	Missouri	William Alexander
yHKS57	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#4M	30	8	Missouri	William Alexander
yHKS66	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.560833	-88.093161	Bark	Ulmus	Ulmus americana	American Elm	YHKS_#33	10	8	Wisconsin	Kayla Sylvester
yHKS72	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	38.92749	-92.348921	Soil	Quercus	Quercus alba	White Oak	YHKS_#6M	30	8	Missouri	William Alexander
yHKS73	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	38.816346	-92.383262	Soil	Acer	Acer sp.	Maple	YHKS_#7M	30	8	Missouri	William Alexander
yHKS74	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.08492	-87.586688	Bark	Acer	Acer sp.	Maple	YHKS_#26	10	8	Wisconsin	Kayla Sylvester
yHKS78	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Bark	Acer	Acer sp.	Maple	YHKS_#34	10	8	Wisconsin	Kayla Sylvester
yHKS80	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Soil	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#39	10	8	Wisconsin	Kayla Sylvester
yHKS87	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.560833	-88.093161	Bark	Ulmus	Ulmus americana	American Elm	YHKS_#33	30	8	Wisconsin	Kayla Sylvester
yHKS89	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.08492	-87.586688	Soil	Quercus	Quercus sp.	Oak	YHKS_#36b	30	8	Wisconsin	Kayla Sylvester
yHKS92	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.08492	-87.586688	Bark	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#40	30	8	Wisconsin	Kayla Sylvester
yHKS98	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.795677	-88.44204	Bark	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#42	30	8	Wisconsin	Kayla Sylvester
yHQL104	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Nut	Betula	Betula sp.	Birch	YHQL_JP1	30	8	Michigan	John Pool
yHQL105	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP2	30	8	Michigan	John Pool
yHQL139	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH25	30	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL141	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Plant Matter	Equisetum	Equisetum sp.	Horsetail	YHQL_A&CH10	30	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL149	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Nut	Betula	Betula sp.	Birch	YHQL_JP1	10	8	Michigan	John Pool
yHQL150	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP2	10	8	Michigan	John Pool
yHQL151	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP3	10	8	Michigan	John Pool
yHQL152	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP3	10	8	Michigan	John Pool
yHQL153	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	39.640228	-86.170205	Fungus	Unknown	Unknown	Unknown	YHQL_AH2	10	8	Indiana	Amanda Hulfachor
yHQL156	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fungus	Unknown	Unknown	Unknown	YHQL_A&CH12	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL25	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.172126	-123.432684	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHQL_OR 10.4	22	8	Oregon	Quinn Langdon
yHQL27	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	46.122696	-123.927882	Soil	Festuca	Festuca sp.	Festuca sp.	YHQL_OR 15.2	30	8	Oregon	Quinn Langdon
yHQL305	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	39.876949	-123.724678	Leaves	Quercus	Quercus virginiana	Live Oak	YHQL_QL#19	30	8	California	Bill Vagt
yHQL479	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	42.013309	-89.890341	Twigs	Morus	Morus alba	White Mulberry	YHQL_AS#2	10	8	Illinois	Angela Sheddan
yHQL51	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Nut	Betula	Betula sp.	Birch	YHQL_JP1	22	8	Michigan	John Pool
yHQL528	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.87153	-122.793825	Fruit	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	YHQL_QL#28	30	8	Oregon	Bill Vagt
yHQL529	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.87153	-122.793825	Fruit	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	YHQL_QL#28	30	8	Oregon	Bill Vagt
yHQL53	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP2	22	8	Michigan	John Pool
yHQL540	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.87153	-122.793825	Fruit	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	YHQL_QL#28	22	8	Oregon	Bill Vagt
yHQL541	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.87153	-122.793825	Fruit	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	YHQL_QL#28	22	8	Oregon	Bill Vagt
yHQL542	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.87153	-122.793825	Bark	Myrica	Myrica californica	Pacific Wax Myrtle	YHQL_QL#29	22	8	Oregon	Bill Vagt
yHQL55	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.418334	-89.626967	Fungus	Betula	Betula sp.	Birch	YHQL_JP3	22	8	Michigan	John Pool
yHQL688	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.837907	-88.33176	Leaves	Malus	Malus sp.	Apple Tree	YHQL_7	22	8	Wisconsin	"Sorlie, Lisa"
yHQL690	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.843134	-88.360218	Duff	Unknown	Unknown	Unknown	YHQL_6	22	8	Wisconsin	"Sorlie, Lisa"
yHQL691	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.837907	-88.33176	Leaves	Malus	Malus sp.	Apple Tree	YHQL_7	22	8	Wisconsin	"Sorlie, Lisa"
yHRVM138	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	42.135106	-87.758928	Bark	Unknown	Unknown	Unknown	YHRVM_7D4	30	8	Wisconsin	Ryan Moriarty
yHRVM163	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	41.814458	-88.07087	Fruit	Malus	Malus sp.	Crabapple	YHRVM_29D4-CS	30	8	Illinois	Goose Island CS
yHRVM292	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	41.814458	-88.07087	Pine Cone	Picea	Picea sp.	Spruce	YHRVM_30D4-CS	10	8	Illinois	Goose Island CS
yHRVM306	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.983207	-123.09471	Fungus	Unknown	Unknown	Bracket Fungus	YHRVM_16D5	10	8	Oregon	Quinn Langdon
yHRVM307	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.983207	-123.09471	Fungus	Unknown	Unknown	Bracket Fungus	YHRVM_16D5	10	8	Oregon	Quinn Langdon
yHRVM7	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	43.072871	-89.407803	Bark	Unknown	Unknown	Unknown	YHRVM_7D1	22	8	Wisconsin	Ryan Moriarty
yHKB114	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.3878	-71.1731	Fruit	Unknown	Unknown	Unknown	YHKB_NH3	22	0.8	New Hampshire	Beth Sargent
yHKB373	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.3878	-71.1731	Fruit	Unknown	Unknown	Unknown	YHKB_NH3	4	0.8	New Hampshire	Beth Sargent
YHMH107	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.499636	-87.925106	Bark	Quercus	Quercus sp.	Oak	YHMH_60	10	0.8	Wisconsin	Max Haase
YHMH87	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.499636	-87.925104	Bark	Quercus	Quercus sp.	Oak	YHMH_60	10	0.8	Wisconsin	Max Haase
YHMH88	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	44.499636	-87.925105	Bark	Quercus	Quercus sp.	Oak	YHMH_60	10	0.8	Wisconsin	Max Haase
yHMJ125	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.027429	-93.43854	Fruit	Malus	Malus sp.	Crabapple	YHMJ_7	4	0.8	Minnesota	Martin Jarzyna
yHMJ5	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.027429	-93.43854	Fruit	Malus	Malus sp.	Crabapple	YHMJ_7	30	0.8	Minnesota	Martin jarzyna
yHMJ6	Metschnikowia pulcherrima sp. complex	Ascomycota	Saccharomycotina	45.027429	-93.43854	Bark	Populus	Populus balsamifera	Balsam Poplar	YHMJ_8	30	0.8	Minnesota	Martin jarzyna
yHAB175	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	46.614039	-85.254133	Plant Matter	Unknown	Unknown	Thistle	YHAB_1.4	22	8	Michigan	ABH/CTH
yHAB223	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	46.614039	-85.254133	Plant Matter	Unknown	Unknown	Unknown	YHAB_1.4	10	8	Michigan	ABH/CTH
yHQL177	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	46.525703	-86.671012	Flower	Trifolium	Trifolium sp.	Clover	YHQL_A&CH5	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL299	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	37.528816	-119.637779	Fruit	Arctostaphylos	Arctostaphylos sp.	Manzanita	YHQL_QL#14	30	8	California	Bill Vagt
yHQL300	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	37.528816	-119.637779	Fruit	Arctostaphylos	Arctostaphylos sp.	Manzanita	YHQL_QL#14	30	8	California	Bill Vagt
yHKB104	Metschnikowia reukaufii	Ascomycota	Saccharomycotina	44.3878	-71.1731	Flower/Leaves	Syringa	Syringa sp.	Lilac	YHKB_NH9	22	0.8	New Hampshire	Beth Sargent
yHAB199	Metschnikowia sp.	Ascomycota	Saccharomycotina	46.614039	-85.254133	Plant Matter	Unknown	Unknown	Unknown	YHAB_1.4	30	8	Michigan	ABH/CTH
yHKS616	Metschnikowia sp.	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Unknown	Unknown	Unknown	YHKS_#217	30	8	Wisconsin	Kayla Sylvester
yHMJ9	Metschnikowia sp.	Ascomycota	Saccharomycotina	44.997282	-93.354812	Soil	NA	NA	NA	YHMJ_10	30	0.8	Minnesota	martin jarzyna
yHKS222	Metschnikowia viticola	Ascomycota	Saccharomycotina	43.567496	-72.289615	Bark	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#103	30	8	New Hampshire	Alysha Heimberg
yHKS231	Metschnikowia viticola	Ascomycota	Saccharomycotina	43.695818	-87.718146	Bark	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#55	30	8	Wisconsin	Kayla Sylvester
yHKS264	Metschnikowia viticola	Ascomycota	Saccharomycotina	43.567496	-72.289615	Bark	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#103	22	8	New Hampshire	Alysha Heimberg
yHQL144	Metschnikowia viticola	Ascomycota	Saccharomycotina	46.525703	-86.671012	Fruit	Unknown	Unknown	Unknown	YHQL_A&CH9	22	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHQL553	Metschnikowia viticola	Ascomycota	Saccharomycotina	60.850069	-149.534257	Twigs	Tsuga	Tsuga sp.	Hemlock	YHQL_QL#38	22	8	Alaska	Mel Langdon
yHRM11	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Ulmus	Ulmus sp.	Elm	YHRM_2.21	22	8	Wisconsin	RM
yHRM14	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Acer	Acer sp.	Maple	YHRM_2.5	22	8	Wisconsin	RM
yHRM15	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Acer	Acer negundo	Boxelder Maple	YHRM_2.8	22	8	Wisconsin	RM
yHRM18	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Acer	Acer negundo	Boxelder Maple	YHRM_1.2	30	8	Wisconsin	RM
yHRM20	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Fraxinus	Fraxinus americana	White Ash	YHRM_1.2	22	8	Wisconsin	RM
yHRM21	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Fraxinus	Fraxinus americana	White Ash	YHRM_1.2	22	8	Wisconsin	RM
yHRM6	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Leaves	Salix	Salix sp.	Willow	YHRM_1.13	30	8	Wisconsin	RM
yHRM7	Meyerozyma caribbica	Ascomycota	Saccharomycotina	NA	NA	Soil	NA	NA	NA	YHRM_1.4	30	8	Wisconsin	RM
yHKS314	Meyerozyma caribbica	Ascomycota	Saccharomycotina	43.695741	-87.718414	Nut	Fagus	Fagus grandifolia	American Beech	YHKS_#129	30	8	Wisconsin	Kayla Sylvester
yHKS318	Meyerozyma caribbica	Ascomycota	Saccharomycotina	43.695741	-87.718414	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#132	30	8	Wisconsin	Kayla Sylvester
yHQL357	Meyerozyma caribbica	Ascomycota	Saccharomycotina	42.013309	-89.890341	Bark	Unknown	Unknown	Unknown	YHQL_AS#6	30	8	Illinois	Angela Sheddan
yHQL367	Meyerozyma caribbica	Ascomycota	Saccharomycotina	42.013309	-89.890341	Leaves	Unknown	Unknown	Unknown	YHQL_AS#12	30	8	Illinois	Angela Sheddan
yHQL502	Meyerozyma caribbica	Ascomycota	Saccharomycotina	33.947037	-83.360477	Fruit/Leaves	Phytolacca	Phytolacca americana	Pokeweed	YHQL_KS#297	10	8	Georgia	Zasadil
yHKB12	Meyerozyma caribbica	Ascomycota	Saccharomycotina	37.8812	-87.5643	Soil	NA	NA	NA	YHKB_AK1	30	0.8	Kentucky	Kurt and Anna (Quinn's friends)
yHKB22	Meyerozyma caribbica	Ascomycota	Saccharomycotina	26.5276	-82.1948	Sand	NA	NA	NA	YHKB_BFF4	30	0.8	Florida	Alison Coffey
yHKB309	Meyerozyma caribbica	Ascomycota	Saccharomycotina	29.4241	-98.4936	Soil/Grass	Unknown	Unknown	Unknown	YHKB_RT12	30	0.8	Texas	Kelly Buh
yHKB329	Meyerozyma caribbica	Ascomycota	Saccharomycotina	35.6745	-90.0998	Soil	Unknown	Unknown	Unknown	YHKB_RT21	22	0.8	Arkansas	Kelly Buh
yHKB333	Meyerozyma caribbica	Ascomycota	Saccharomycotina	31.7013	-90.3976	Duff	Unknown	Unknown	Unknown	YHKB_RT18	22	0.8	Mississippi	Kelly Buh
yHKB336	Meyerozyma caribbica	Ascomycota	Saccharomycotina	29.9511	-90.0715	Soil	NA	NA	NA	YHKB_RT17	22	0.8	Louisiana	Kelly Buh
yHKB442	Meyerozyma caribbica	Ascomycota	Saccharomycotina	31.7013	-90.3976	Soil	NA	NA	NA	YHKB_RT20	10	0.8	Mississippi	Kelly Buh
yHQL234	Meyerozyma guilliermondii	Ascomycota	Saccharomycotina	43.122028	-89.484072	Grass	Unknown	Unknown	Unknown	YHQL_12	30	8	Wisconsin	Sarah Wright
yHRVM110	Meyerozyma guilliermondii	Ascomycota	Saccharomycotina	47.861132	-122.060318	Mold	Unknown	Unknown	Unknown	YHRVM_8D3	22	8	Washington	Emily Baker
yHRVM115	Meyerozyma guilliermondii	Ascomycota	Saccharomycotina	47.861132	-122.060318	NA	NA	NA	NA	YHRVM_8D3	10	8	Washington	Emily Baker
yHKB370	Mrakia aquatica	Basidiomycota	Not analyzed	44.3878	-71.1731	Soil	Rubus	Rubus sp.	Raspberry	YHKB_NH5	4	0.8	New Hampshire	Beth Sargent
yHKS118	Mrakia blollopis	Basidiomycota	Not analyzed	45.08492	-87.586688	Bark	Acer	Acer sp.	Maple	YHKS_#26	10	8	Wisconsin	Kayla Sylvester
yHQL257	Mrakia blollopis	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Quercus	Quercus alba	White Oak	YHQL_4	10	8	Wisconsin	Sarah Wright
yHRVM285	Mrakia blollopis	Basidiomycota	Not analyzed	41.814458	-88.07087	Pine Cone	Picea	Picea sp.	Spruce	YHRVM_30D4-CS	10	8	Illinois	Goose Island CS
yHRVM286	Mrakia blollopis	Basidiomycota	Not analyzed	41.814458	-88.07087	Pine Cone	Picea	Picea sp.	Spruce	YHRVM_30D4-CS	10	8	Illinois	Goose Island CS
yHRVM293	Mrakia blollopis	Basidiomycota	Not analyzed	42.135106	-87.758928	Soil	Rudbeckia	Rudbeckia hirta	Black-eyed-Susan	YHRVM_33D4-CS	10	8	Illinois	Goose Island CS
yHKB173	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Humus	Pinus	Pinus strobus	White Pine	YHKB_KBOCT10	10	0.8	Wisconsin	Bill Saucier
yHKB383	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Soil	Acer	Acer rubrum	Red Maple	YHKB_KBOCT9	4	0.8	Wisconsin	Bill Saucier
yHKB387	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Fungus	Artomyces	Artomyces pyxidata	Coral Fungus	YHKB_KBOCT4	4	0.8	Wisconsin	Bill Saucier
yHKB390	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Soil	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT2	4	0.8	Wisconsin	Bill Saucier
yHKB400	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Fungus	Artomyces	Artomyces pyxidata	Coral Fungus	YHKB_KBOCT4	4	0.8	Wisconsin	Bill Saucier
yHKB407	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Bark	Unknown	Unknown	Unknown	YHKB_KBOCT11	4	0.8	Wisconsin	Bill Saucier
yHKB411	Mrakia blollopis	Basidiomycota	Not analyzed	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT7	4	0.8	Wisconsin	Bill Saucier
YHMH106	Mrakia blollopis	Basidiomycota	Not analyzed	44.498357	-87.924178	Soil	NA	NA	NA	YHMH_59	10	0.8	Wisconsin	Max Haase
yHMJ88	Mrakia blollopis	Basidiomycota	Not analyzed	43.312305	-91.781281	Fruit/Leaves	Rhamnus	Rhamnus cathartica	Buckthorn	YHMJ_14	10	0.8	Iowa	Martin Jarzyna
yHQL329	Mrakia curviuscula	Basidiomycota	Not analyzed	41.152729	-122.311318	Fruit	Rosa	Rosa californica	California Wildrose	YHQL_QL#15	22	8	California	Bill Vagt
yHRM22	Mrakia frigida	Basidiomycota	Not analyzed	NA	NA	Leaves	NA	NA	NA	YHRM_1.13	10	8	Wisconsin	RM
yHRM32	Mrakia frigida	Basidiomycota	Not analyzed	NA	NA	Soil	NA	NA	NA	YHRM_1.18	10	8	Wisconsin	RM
