StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHKS591	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus ellipsoidalis	Hill's Oak	YHKS_#214	22	8	Wisconsin	Kayla Sylvester
yHKS592	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Carya	Carya ovata	Shgbark Hickory	YHKS_#215	22	8	Wisconsin	Kayla Sylvester
yHKS6	Kluyveromyces lactis	Ascomycota	Saccharomycotina	42.993739	-87.963492	Soil	Quercus	Quercus sp.	Oak	YHKS_#14	30	8	Michigan	Kayla Sylvester
yHKS615	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Quercus	Quercus ellipsoidalis	Hill's Oak	YHKS_#214	30	8	Wisconsin	Kayla Sylvester
yHKS618	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.695741	-87.718414	Bark	Quercus	Quercus sp.	Oak	YHKS_#219	30	8	Wisconsin	Kayla Sylvester
yHKS678	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.060776	-88.402332	Bark	Quercus	Quercus ellipsoidalis	Hill's Oak	YHKS_#214	10	8	Wisconsin	Kayla Sylvester
yHRVM189	Kluyveromyces lactis	Ascomycota	Saccharomycotina	42.034808	-88.292849	Bark	Salix	Salix sp.	Weeping Willow	YHRVM_21D4-CS	30	8	Illinois	Goose Island CS
yHRVM266	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Quercus	Quercus macrocarpa	Bur Oak	YHRVM_2D5	30	8	Wisconsin	Drew Doering
yHRVM267	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Quercus	Quercus macrocarpa	Bur Oak	YHRVM_2D5	30	8	Wisconsin	Drew Doering
yHRVM271	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Quercus	Quercus macrocarpa	Bur Oak	YHRVM_2D5	22	8	Wisconsin	Drew Doering
yHRVM272	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Quercus	Quercus macrocarpa	Bur Oak	YHRVM_2D5	22	8	Wisconsin	Drew Doering
yHRVM273	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Carya	Carya ovata	Shabark Hickory	YHRVM_3D5	22	8	Wisconsin	Drew Doering
yHRVM296	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.812565	-91.20873	Bark	Quercus	Quercus macrocarpa	Bur Oak	YHRVM_2D5	10	8	Wisconsin	Drew Doering
yHRVM53	Kluyveromyces lactis	Ascomycota	Saccharomycotina	43.074376	-89.410549	Soil	NA	NA	NA	YHRVM_1D1	10	8	Wisconsin	Ryan Moriarty
yHRVM54	Kluyveromyces lactis	Ascomycota	Saccharomycotina	46.482739	-86.671216	Sawdust	NA	NA	NA	YHRVM_3CAHD2	10	8	Michigan	"Chris Hittinger, Amanda Hulfachor"
yHKB120	Kluyveromyces lactis	Ascomycota	Saccharomycotina	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT7	22	0.8	Wisconsin	Bill Saucier
