State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
Wisconsin	yHQL231	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Fungus	Fungus	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	Fungus	NA	3	a	YHQL_3	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL231	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHQL237	Saccharomyces paradoxus	Saccharomyces	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	NA	NA	7	a	YHQL_7	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL237	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHKS26	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#24	b	YHKS_#24	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS26	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHRM37	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	49	a	YHRM_49	10	Picnic Point, Madison WI	RM	TRUE	yHRM37	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHRM39	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	55	a	YHRM_55	10	Picnic Point, Madison WI	RM	TRUE	yHRM39	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHKS591	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus ellipsoidalis	Hill's Oak	NA	NA	#214	b	YHKS_#214	22	Delafield,WI	Kayla Sylvester	TRUE	yHKS591	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHRVM147	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D4	b	YHRVM_1D4	22	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM147	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHRVM148	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Soil	Soil	NA	NA	NA	NA	Hosta	Hosta sp.	Hosta	NA	NA	2D4	a	YHRVM_2D4	22	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM148	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHKS76	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#32	a	YHKS_#32	10	Howard, WI (Meadowbrook Park)	Kayla Sylvester	TRUE	yHKS76	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	YHMH88	Metschnikowia zizyphicola	Metschnikowia	Ascomycota	44.499636, -87.925105	44.499636	-87.925105	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	60	b	YHMH_60	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH88	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHQL40	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	Mer1	b	YHQL_Mer1	30	Devil's Head Resort Merrimac, WI	Jin Kang	TRUE	yHQL40	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Wisconsin	YHMH83	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.498089, -87.924475	44.498089	-87.924475	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	e	YHMH_58	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH83	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHQL285	Mrakia sp.	Mrakia	Basidiomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	17	b	YHQL_17	10	Indian Lake County Park	Sarah Wright	TRUE	yHQL285	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRM23	Mrakia sp.	Mrakia	Basidiomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	a	YHRM_1.13	10	Picnic Point, Madison WI	RM	TRUE	yHRM23	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRM27	Mrakia sp.	Mrakia	Basidiomycota	NA	NA	NA	Tree	Moss	Moss	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	Moss	NA	1.6	b	YHRM_1.6	10	Picnic Point, Madison WI	RM	TRUE	yHRM27	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRM28	Mrakia sp.	Mrakia	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Fraxinus	Fraxinus americana	White Ash	NA	NA	1.9	b	YHRM_1.9	10	Picnic Point, Madison WI	RM	TRUE	yHRM28	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	YHMH112	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.945676, -89.584782	42.945676	-89.584782	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	b	YHMH_50	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH112	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Wisconsin	yHKB179	Mrakia gelida	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	KBOCT11	a	YHKB_KBOCT11	10	Northeastern WI	Bill Saucier	TRUE	yHKB179	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKB75	Kluyveromyces lactis	Kluyveromyces	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	a	YHKB_KBOCT7	30	Northeastern WI	Bill Saucier	TRUE	yHKB75	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHKS130	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#50	a	YHKS_#50	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS130	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHKB385	Mrakia gelida	Mrakia	Basidiomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT18	a	YHKB_KBOCT18	4	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB385	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKB391	Mrakia gelida	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	KBOCT11	a	YHKB_KBOCT11	4	Northeastern WI	Bill Saucier	TRUE	yHKB391	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	YHKB393	Mrakia gelida	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	a	YHKB_KBOCT7	4	Northeastern WI	Bill Saucier	TRUE	YHKB393	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKB398	Mrakia gelida	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	c	YHKB_KBOCT6	4	Northeastern WI	Bill Saucier	TRUE	yHKB398	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHQL28	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	Mer1	a	YHQL_Mer1	30	Devil's Head Resort Merrimac, WI	Jin Kang	TRUE	yHQL28	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Wisconsin	yHKS119	Mrakia gelida	Mrakia	Basidiomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#35	b	YHKS_#35	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS119	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRM46	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Moss	Moss	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	Moss	NA	52	a	YHRM_52	10	Picnic Point, Madison WI	RM	TRUE	yHRM46	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHKS23	Mrakia gelida	Mrakia	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#24	a	YHKS_#24	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS23	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKS618	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#219	a	YHKS_#219	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS618	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHRVM127	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D4	a	YHRVM_1D4	30	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM127	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHRVM128	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Soil	Soil	NA	NA	NA	NA	Hosta	Hosta sp.	Hosta	NA	NA	2D4	a	YHRVM_2D4	30	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM128	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Upper Midwest
Wisconsin	yHKB154	Mrakia sp.	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Plant Matter	Twigs	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	KBOCT15	a	YHKB_KBOCT15	10	Northeastern WI	Bill Saucier	TRUE	yHKB154	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRVM266	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	a	YHRVM_2D5	30	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM266	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	YHMH123	Mrakia gelida	Mrakia	Basidiomycota	44.500396, -87.927442	44.500396	-87.927442	Plant	Plant Matter	Leaves	NA	NA	NA	Dead	Unknown	Unknown	Unknown	NA	NA	62	b	YHMH_62	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH123	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRVM271	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	a	YHRVM_2D5	22	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM271	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHRVM272	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	b	YHRVM_2D5	22	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM272	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	YHMH91	Mrakia gelida	Mrakia	Basidiomycota	44.500396, -87.927440	44.500396	-87.92744	Plant	Plant Matter	Leaves	NA	NA	NA	Dead	Unknown	Unknown	Unknown	NA	NA	62	d	YHMH_62	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH91	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHRVM296	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	2D5	b	YHRVM_2D5	10	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM296	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHKS98	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#42	b	YHKS_#42	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS98	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHKB120	Kluyveromyces lactis	Kluyveromyces	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	b	YHKB_KBOCT7	22	Northeastern WI	Bill Saucier	TRUE	yHKB120	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Wisconsin	yHKS117	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#26	a	YHKS_#26	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS117	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHQL263	Mrakia gelida	Mrakia	Basidiomycota	43.122028, -89.484072	43.122028	-89.484072	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	a	YHQL_13	10	Pheasant Branch Conservancy	Sarah Wright	TRUE	yHQL263	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHQL266	Mrakia gelida	Mrakia	Basidiomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	16	a	YHQL_16	10	Indian Lake County Park	Sarah Wright	TRUE	yHQL266	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHQL281	Mrakia gelida	Mrakia	Basidiomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	d	YHQL_10	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL281	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKS382	Mrakia sp.	Mrakia	Basidiomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#131	a	YHKS_#131	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS382	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKS52	Mrakia sp.	Mrakia	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus coronaria	Crabapple	NA	NA	#15	a	YHKS_#15	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS52	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKS62	Mrakia sp.	Mrakia	Basidiomycota	44.822924, -87.913245	44.822924	-87.913245	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#28	a	YHKS_#28	10	Pensaukee, WI	Kayla Sylvester	TRUE	yHKS62	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Wisconsin	yHKS204	Cystofilobasidium sp.	Cystofilobasidium	Basidiomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#50	a	YHKS_#50	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS204	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHKS200	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#47	b	YHKS_#47	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS200	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Wisconsin	yHKS595	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#223	a	YHKS_#223	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS595	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
Wisconsin	yHKS201	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#49	a	YHKS_#49	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS201	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Wisconsin	yHQL208	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	4	a	YHQL_4	22	Blue Mound State Park	Sarah Wright	TRUE	yHQL208	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
Wisconsin	yHKB109	Kazachstania martiniae	Kazachstania	Ascomycota	44:-88	44	-88	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Populus	Populus tremuloides	American Aspen	NA	NA	KBOCT14	a	YHKB_KBOCT14	22	Northeastern WI	Bill Saucier	TRUE	yHKB109	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
Wisconsin	yHKB126	Kazachstania martiniae	Kazachstania	Ascomycota	44:-88	44	-88	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Populus	Populus tremuloides	American Aspen	NA	NA	KBOCT14	c	YHKB_KBOCT14	22	Northeastern WI	Bill Saucier	TRUE	yHKB126	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
Wisconsin	yHKB140	Kazachstania martiniae	Kazachstania	Ascomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT18	a	YHKB_KBOCT18	22	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB140	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
Wisconsin	yHQL279	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL279	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
Wisconsin	yHKS712	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Betula	Betula papyrifera	White Birch	NA	NA	#246	a	YHKS_#246	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS712	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Wisconsin	yHKS103	Lachancea kluyveri	Lachancea	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#42	a	YHKS_#42	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS103	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
Wisconsin	yHQL688	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	Apple Tree	NA	NA	7	c	YHQL_7	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL688	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHQL691	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	Apple Tree	NA	NA	7	a	YHQL_7	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL691	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHKS199	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#47	a	YHKS_#47	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS199	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHRM8	Candida railenensis	Candida	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	1.6	a	YHRM_1.6	22	Picnic Point, Madison WI	RM	TRUE	yHRM8	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Wisconsin	yHKS198	Metschnikowia fructicola	Metschnikowia	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#27	a	YHKS_#27	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS198	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHKS362	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#127	a	YHKS_#127	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS362	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Wisconsin	yHKB166	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	a	YHKB_KBOCT6	10	Northeastern WI	Bill Saucier	TRUE	yHKB166	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Wisconsin	yHKS387	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#136	a	YHKS_#136	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS387	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	yHKS107	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#34	a	YHKS_#34	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS107	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHKS51	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#22	a	YHKS_#22	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS51	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Wisconsin	YHMH107	Metschnikowia zizyphicola	Metschnikowia	Ascomycota	44.499636, -87.925106	44.499636	-87.925106	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	60	a	YHMH_60	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH107	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Wisconsin	yHKS191	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#37	a	YHKS_#37	10	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS191	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
