State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
Michigan	yHQL32	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Plant Matter	Fruit	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple	NA	NA	A&CH3	a	YHQL_A&CH3	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL32	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB231	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	1.2	a	YHAB_1.2	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB231	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL41	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	a	YHQL_JP3	22	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL41	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL138	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Fungus	Fungus	NA	NA	NA	Rotting	Fagus	Fagus sp.	Beech	Fungus	NA	A&CH23	b	YHQL_A&CH23	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL138	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL36	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	A&CH14	b	YHQL_A&CH14	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL36	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKB343	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Tree	Plant Matter	Fruit	Sugarplum Berry	Rosaceae	Pome	NA	Amelanchier	Amelanchier sp.	Sugarplum	NA	NA	RW1	a	YHKB_RW1	22	Calumet, MI	Russell Wrobel	TRUE	yHKB343	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
Michigan	yHQL164	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	a	YHQL_JP1	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL164	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB235	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.5	a	YHAB_2.5	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB235	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL90	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	A&CH9	a	YHQL_A&CH9	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL90	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS39	Mrakia sp.	Mrakia	Basidiomycota	43.004465, -87.922853	43.004465	-87.922853	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#12	a	YHKS_#12	10	Milwaukee, WI (Kosciuskzo Park)	Kayla Sylvester	TRUE	yHKS39	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB200	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	3.4	a	YHAB_3.4	30	Fayette, MI	ABH/CTH	TRUE	yHAB200	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Michigan	yHKB435	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.1730,-88.4488	47.173	-88.4488	Tree	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	RW6	b	YHKB_RW6	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB435	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL33	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	A&CH4	a	YHQL_A&CH4	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL33	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB250	Mrakia sp.	Mrakia	Basidiomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	3.4	a	YHAB_3.4	10	Fayette, MI	ABH/CTH	TRUE	yHAB250	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL38	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus sp.	Beech	NA	NA	A&CH22	b	YHQL_A&CH22	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL38	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKB449	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Bunchberry	Cornaceae	Drupe	NA	Cornus	Cornus canadensis	Bunchberry	NA	NA	RW7	a	YHKB_RW7	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB449	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL151	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	b	YHQL_JP3	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL151	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL155	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	A&CH8	a	YHQL_A&CH8	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL155	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL152	Metschnikowia sinensis	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	c	YHQL_JP3	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL152	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL169	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	A&CH12	a	YHQL_A&CH12	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL169	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL93	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	A&CH8	a	YHQL_A&CH8	22	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL93	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB229	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	1.15	a	YHAB_1.15	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB229	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHRVM24	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	9CAHD2	a	YHRVM_9CAHD2	22	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM24	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Michigan	yHAB237	Mrakia sp.	Mrakia	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	2.1	a	YHAB_2.1	10	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB237	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB248	Mrakia sp.	Mrakia	Basidiomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	3.2	a	YHAB_3.2	10	Fayette, MI	ABH/CTH	TRUE	yHAB248	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHKB345	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Bilberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Bilberry	NA	NA	RW10	a	YHKB_RW10	22	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB345	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB198	Metschnikowia sp.	Metschnikowia	Ascomycota	46.614039, -85.254133	46.614039	-85.254133	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.3	a	YHAB_1.3	30	Tahquamenon Falls, MI, Nature Trail	ABH/CTH	TRUE	yHAB198	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL35	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Mushroom	NA	NA	A&CH14	a	YHQL_A&CH14	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL35	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS20	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.004465, -87.922853	43.004465	-87.922853	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#3	a	YHKS_#3	10	Milwaukee, WI (Kosciuskzo Park)	Kayla Sylvester	TRUE	yHKS20	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHKS728	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	c	YHKS_#248	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS728	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHKS33	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.004465, -87.922853	43.004465	-87.922853	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fraxinus	Fraxinus sp.	Ash	NA	NA	#10	a	YHKS_#10	10	Milwaukee, WI (Kosciuskzo Park)	Kayla Sylvester	TRUE	yHKS33	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL39	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.485556,-86.660833	46.485556	-86.660833	Tree	Fungus	Fungus	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	Fungus	rotting beech	A&CH23	a	YHQL_A&CH23	30	Grand Island National Rec Area:  46° 29 minutes eight seconds North 86° 39 minutes 39 seconds west	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL39	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKB436	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.2718,-88.4263	47.2718	-88.4263	Tree	Plant Matter	Fruit	Sugarplum Berry	Rosaceae	Pome	NA	Amelanchier	Amelanchier sp.	Sugarplum	NA	NA	RW1	a	YHKB_RW1	10	Calumet, MI	Russell Wrobel	TRUE	yHKB436	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHRVM28	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	8CAHD2	b	YHRVM_8CAHD2	30	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM28	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Upper Midwest
Michigan	yHKS727	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	b	YHKS_#248	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS727	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHAB225	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.1	a	YHAB_1.1	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB225	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL37	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Mushroom	NA	NA	A&CH15	a	YHQL_A&CH15	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL37	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL71	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	A&CH25	a	YHQL_A&CH25	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL71	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS1	Kluyveromyces lactis	Kluyveromyces	Ascomycota	42.993739, -87.963492	42.993739	-87.963492	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#18	b	YHKS_#18	30	Milwaukee, WI (Jackson Park)	Kayla Sylvester	TRUE	yHKS1	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
Michigan	yHAB182	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.1	a	YHAB_1.1	22	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB182	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL190	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP2	c	YHQL_JP2	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL190	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB256	Candida sake	Candida	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	3.8	b	YHAB_3.8	10	Fayette, MI	ABH/CTH	TRUE	yHAB256	Candida sake	Saccharomycotina	Candida	Upper Midwest
Michigan	yHAB236	Mrakia sp.	Mrakia	Basidiomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.9	a	YHAB_2.9	10	Tahquamenon falls, mi upper falls	ABH/CTH	TRUE	yHAB236	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHKB353	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Fruit	Cranberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Wild Cranberry	NA	NA	RW3	a	YHKB_RW3	30	Calumet, MI	Russell Wrobel	TRUE	yHKB353	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
Michigan	yHAB204	Saccharomyces paradoxus	Saccharomyces	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Soil	Soil	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	2.22	a	YHAB_2.22	30	Tahquamenon falls, MI, lower falls, Island	ABH/CTH	TRUE	yHAB204	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
Michigan	yHKB460	Candida railenensis	Candida	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Lycopodium	Lycopodium obscurum	Princess Pine	NA	NA	RW4	a	YHKB_RW4	10	Calumet, MI	Russell Wrobel	TRUE	yHKB460	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
Michigan	yHKS38	Mrakia gelida	Mrakia	Basidiomycota	43.161611, -88.188019	43.161611	-88.188019	Tree	Plant Matter	Leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	#20	a	YHKS_#20	10	Lisbon, WI (Menominee Park)	Kayla Sylvester	TRUE	yHKS38	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHAB255	Mrakia gelida	Mrakia	Basidiomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	3.8	a	YHAB_3.8	10	Fayette, MI	ABH/CTH	TRUE	yHAB255	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL165	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP2	a	YHQL_JP2	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL165	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS725	Candida sake	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	#254	a	YHKS_#254	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS725	Candida sake	Saccharomycotina	Candida	Upper Midwest
Michigan	yHQL52	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP2	a	YHQL_JP2	22	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL52	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB238	Mrakia gelida	Mrakia	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Soil	Soil	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	2.13	a	YHAB_2.13	10	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB238	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL149	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	b	YHQL_JP1	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL149	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL109	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	A&CH13	a	YHQL_A&CH13	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL109	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHAB234	Mrakia sp.	Mrakia	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Fagus	Fagus grandifolia	American Beech	NA	NA	2.2	a	YHAB_2.2	10	Tahquamenon Falls, MI, lower falls	ABH/CTH	TRUE	yHAB234	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL55	Metschnikowia sinensis	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	c	YHQL_JP3	22	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL55	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHRVM71	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	46.482739, -86.671216	46.482739	-86.671216	Miscellaneous	Miscellaneous	Sawdust	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	3CAHD2	a	YHRVM_3CAHD2	10	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM71	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL156	Metschnikowia sinensis	Metschnikowia	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	A&CH12	b	YHQL_A&CH12	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL156	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHRVM20	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Fagus	Fagus sp.	Beech	NA	NA	8CAHD2	a	YHRVM_8CAHD2	22	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM20	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
Michigan	yHAB245	Mrakia gelida	Mrakia	Basidiomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Soil	Soil	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	2.22	a	YHAB_2.22	10	Tahquamenon falls, MI, lower falls, Island	ABH/CTH	TRUE	yHAB245	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
Michigan	yHQL48	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	a	YHQL_JP3	30	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL48	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHKS717	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	a	YHKS_#248	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS717	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHRVM66	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	46.482739, -86.671216	46.482739	-86.671216	Soil	Sand	Sand	NA	NA	NA	NA	Unknown	Unknown	Reed	Sand	NA	7CAHD2	a	YHRVM_7CAHD2	10	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM66	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
Michigan	yHQL69	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Mushroom	NA	NA	A&CH15	b	YHQL_A&CH15	30	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL69	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
Michigan	yHQL150	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP2	b	YHQL_JP2	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL150	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
Michigan	yHQL104	Metschnikowia sp.	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	b	YHQL_JP1	30	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL104	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
